Kategorie,OriginalPath,Modell,EditType,InstructionOrPrompt,Seed,OutputPath
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_126.jpg,stable_diffusion_15_imag2img,img2img,building under cloudy sky,994329974,building_manipulated_stable_diffusion_15_imag2img_building-under-cloudy-sky_994329974.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1612.JPG,stable_diffusion_15_imag2img,img2img,building under cloudy sky,752398389,building_manipulated_stable_diffusion_15_imag2img_building-under-cloudy-sky_752398389.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_2044.jpg,stable_diffusion_15_imag2img,img2img,building under cloudy sky,341511875,building_manipulated_stable_diffusion_15_imag2img_building-under-cloudy-sky_341511875.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_460.jpg,stable_diffusion_15_imag2img,img2img,building under cloudy sky,292010398,building_manipulated_stable_diffusion_15_imag2img_building-under-cloudy-sky_292010398.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1147.jpg,stable_diffusion_15_imag2img,img2img,building under cloudy sky,80195017,building_manipulated_stable_diffusion_15_imag2img_building-under-cloudy-sky_80195017.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1659.jpg,stable_diffusion_15_imag2img,img2img,building under cloudy sky,146148981,building_manipulated_stable_diffusion_15_imag2img_building-under-cloudy-sky_146148981.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1657.JPG,stable_diffusion_15_imag2img,img2img,building under cloudy sky,117008689,building_manipulated_stable_diffusion_15_imag2img_building-under-cloudy-sky_117008689.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_242.JPG,stable_diffusion_15_imag2img,img2img,building under cloudy sky,113449147,building_manipulated_stable_diffusion_15_imag2img_building-under-cloudy-sky_113449147.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_2001.jpg,stable_diffusion_15_imag2img,img2img,building at night with lit windows,482718618,building_manipulated_stable_diffusion_15_imag2img_building-at-night-with-lit-windows_482718618.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1521.jpg,stable_diffusion_15_imag2img,img2img,building at night with lit windows,337190679,building_manipulated_stable_diffusion_15_imag2img_building-at-night-with-lit-windows_337190679.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_316.jpg,stable_diffusion_15_imag2img,img2img,building at night with lit windows,129640084,building_manipulated_stable_diffusion_15_imag2img_building-at-night-with-lit-windows_129640084.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1097.JPG,stable_diffusion_15_imag2img,img2img,building at night with lit windows,384708211,building_manipulated_stable_diffusion_15_imag2img_building-at-night-with-lit-windows_384708211.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1095.jpg,stable_diffusion_15_imag2img,img2img,building at night with lit windows,485242270,building_manipulated_stable_diffusion_15_imag2img_building-at-night-with-lit-windows_485242270.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_403.jpg,stable_diffusion_15_imag2img,img2img,building at night with lit windows,497514617,building_manipulated_stable_diffusion_15_imag2img_building-at-night-with-lit-windows_497514617.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_128.JPG,stable_diffusion_15_imag2img,img2img,building at night with lit windows,915345779,building_manipulated_stable_diffusion_15_imag2img_building-at-night-with-lit-windows_915345779.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_285.jpg,stable_diffusion_15_imag2img,img2img,building at night with lit windows,97088690,building_manipulated_stable_diffusion_15_imag2img_building-at-night-with-lit-windows_97088690.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1059.jpg,stable_diffusion_15_imag2img,img2img,building at night with lit windows,867150571,building_manipulated_stable_diffusion_15_imag2img_building-at-night-with-lit-windows_867150571.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_320.JPG,stable_diffusion_15_imag2img,img2img,building at night with lit windows,887325946,building_manipulated_stable_diffusion_15_imag2img_building-at-night-with-lit-windows_887325946.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_216.JPG,stable_diffusion_15_imag2img,img2img,building at night with lit windows,43303807,building_manipulated_stable_diffusion_15_imag2img_building-at-night-with-lit-windows_43303807.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1945.JPG,stable_diffusion_15_imag2img,img2img,building at night with lit windows,897567368,building_manipulated_stable_diffusion_15_imag2img_building-at-night-with-lit-windows_897567368.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_2044.jpg,stable_diffusion_15_imag2img,img2img,building at night with lit windows,159261470,building_manipulated_stable_diffusion_15_imag2img_building-at-night-with-lit-windows_159261470.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1500.JPG,stable_diffusion_15_imag2img,img2img,building at night with lit windows,763599448,building_manipulated_stable_diffusion_15_imag2img_building-at-night-with-lit-windows_763599448.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1209.JPG,stable_diffusion_15_imag2img,img2img,building with neon signs,381975880,building_manipulated_stable_diffusion_15_imag2img_building-with-neon-signs_381975880.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_962.jpg,stable_diffusion_15_imag2img,img2img,building with neon signs,551323129,building_manipulated_stable_diffusion_15_imag2img_building-with-neon-signs_551323129.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_702.jpg,stable_diffusion_15_imag2img,img2img,building with neon signs,727120115,building_manipulated_stable_diffusion_15_imag2img_building-with-neon-signs_727120115.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_239.jpg,stable_diffusion_15_imag2img,img2img,building with neon signs,279351968,building_manipulated_stable_diffusion_15_imag2img_building-with-neon-signs_279351968.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_291.jpg,stable_diffusion_15_imag2img,img2img,building with neon signs,33374138,building_manipulated_stable_diffusion_15_imag2img_building-with-neon-signs_33374138.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1318.jpg,stable_diffusion_15_imag2img,img2img,building with neon signs,917621166,building_manipulated_stable_diffusion_15_imag2img_building-with-neon-signs_917621166.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_460.jpg,stable_diffusion_15_imag2img,img2img,building with neon signs,596950801,building_manipulated_stable_diffusion_15_imag2img_building-with-neon-signs_596950801.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1007.jpg,stable_diffusion_15_imag2img,img2img,building with neon signs,268277224,building_manipulated_stable_diffusion_15_imag2img_building-with-neon-signs_268277224.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_849.jpg,stable_diffusion_15_imag2img,img2img,building with neon signs,496115164,building_manipulated_stable_diffusion_15_imag2img_building-with-neon-signs_496115164.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_499.jpg,stable_diffusion_15_imag2img,img2img,building with neon signs,863177563,building_manipulated_stable_diffusion_15_imag2img_building-with-neon-signs_863177563.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1211.jpg,stable_diffusion_15_imag2img,img2img,building with neon signs,130409445,building_manipulated_stable_diffusion_15_imag2img_building-with-neon-signs_130409445.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1168.jpg,stable_diffusion_15_imag2img,img2img,building with neon signs,66216780,building_manipulated_stable_diffusion_15_imag2img_building-with-neon-signs_66216780.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_552.jpg,stable_diffusion_15_imag2img,img2img,building with neon signs,140354422,building_manipulated_stable_diffusion_15_imag2img_building-with-neon-signs_140354422.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1200.jpg,stable_diffusion_15_imag2img,img2img,building with neon signs,884412595,building_manipulated_stable_diffusion_15_imag2img_building-with-neon-signs_884412595.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_736.jpg,stable_diffusion_15_imag2img,img2img,suburban house with warm evening light,399689382,building_manipulated_stable_diffusion_15_imag2img_suburban-house-with-warm-evening-light_399689382.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_446.jpg,stable_diffusion_15_imag2img,img2img,suburban house with warm evening light,692225272,building_manipulated_stable_diffusion_15_imag2img_suburban-house-with-warm-evening-light_692225272.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_987.jpg,stable_diffusion_15_imag2img,img2img,suburban house with warm evening light,625265417,building_manipulated_stable_diffusion_15_imag2img_suburban-house-with-warm-evening-light_625265417.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1442.jpg,stable_diffusion_15_imag2img,img2img,suburban house with warm evening light,277906553,building_manipulated_stable_diffusion_15_imag2img_suburban-house-with-warm-evening-light_277906553.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1568.jpg,stable_diffusion_15_imag2img,img2img,suburban house with warm evening light,23407764,building_manipulated_stable_diffusion_15_imag2img_suburban-house-with-warm-evening-light_23407764.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1460.jpg,stable_diffusion_15_imag2img,img2img,suburban house with warm evening light,212332806,building_manipulated_stable_diffusion_15_imag2img_suburban-house-with-warm-evening-light_212332806.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_393.jpg,stable_diffusion_15_imag2img,img2img,suburban house with warm evening light,476130757,building_manipulated_stable_diffusion_15_imag2img_suburban-house-with-warm-evening-light_476130757.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_232.jpg,stable_diffusion_15_imag2img,img2img,suburban house with warm evening light,98761307,building_manipulated_stable_diffusion_15_imag2img_suburban-house-with-warm-evening-light_98761307.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_5.JPG,stable_diffusion_15_imag2img,img2img,suburban house with warm evening light,131563077,building_manipulated_stable_diffusion_15_imag2img_suburban-house-with-warm-evening-light_131563077.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1543.jpg,stable_diffusion_15_imag2img,img2img,suburban house with warm evening light,494989532,building_manipulated_stable_diffusion_15_imag2img_suburban-house-with-warm-evening-light_494989532.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_702.jpg,stable_diffusion_15_imag2img,img2img,suburban house with warm evening light,180377033,building_manipulated_stable_diffusion_15_imag2img_suburban-house-with-warm-evening-light_180377033.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1343.jpg,stable_diffusion_15_imag2img,img2img,suburban house with warm evening light,465098114,building_manipulated_stable_diffusion_15_imag2img_suburban-house-with-warm-evening-light_465098114.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_962.jpg,stable_diffusion_15_imag2img,img2img,suburban house with warm evening light,532711664,building_manipulated_stable_diffusion_15_imag2img_suburban-house-with-warm-evening-light_532711664.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1270.jpg,stable_diffusion_15_imag2img,img2img,suburban house with warm evening light,410952607,building_manipulated_stable_diffusion_15_imag2img_suburban-house-with-warm-evening-light_410952607.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_396.jpg,stable_diffusion_15_imag2img,img2img,office tower at dusk,458127006,building_manipulated_stable_diffusion_15_imag2img_office-tower-at-dusk_458127006.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1167.jpg,stable_diffusion_15_imag2img,img2img,office tower at dusk,380043679,building_manipulated_stable_diffusion_15_imag2img_office-tower-at-dusk_380043679.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1825.JPG,stable_diffusion_15_imag2img,img2img,office tower at dusk,975284229,building_manipulated_stable_diffusion_15_imag2img_office-tower-at-dusk_975284229.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1397.JPG,stable_diffusion_15_imag2img,img2img,office tower at dusk,295259430,building_manipulated_stable_diffusion_15_imag2img_office-tower-at-dusk_295259430.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_636.jpg,stable_diffusion_15_imag2img,img2img,office tower at dusk,478901125,building_manipulated_stable_diffusion_15_imag2img_office-tower-at-dusk_478901125.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_477.jpg,stable_diffusion_15_imag2img,img2img,office tower at dusk,37204553,building_manipulated_stable_diffusion_15_imag2img_office-tower-at-dusk_37204553.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_925.jpg,stable_diffusion_15_imag2img,img2img,office tower at dusk,664835756,building_manipulated_stable_diffusion_15_imag2img_office-tower-at-dusk_664835756.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_501.JPG,stable_diffusion_15_imag2img,img2img,office tower at dusk,263909395,building_manipulated_stable_diffusion_15_imag2img_office-tower-at-dusk_263909395.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_413.jpg,stable_diffusion_15_imag2img,img2img,office tower at dusk,316866760,building_manipulated_stable_diffusion_15_imag2img_office-tower-at-dusk_316866760.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_664.jpg,stable_diffusion_15_imag2img,img2img,office tower at dusk,442373257,building_manipulated_stable_diffusion_15_imag2img_office-tower-at-dusk_442373257.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1007.jpg,stable_diffusion_15_imag2img,img2img,office tower at dusk,514355546,building_manipulated_stable_diffusion_15_imag2img_office-tower-at-dusk_514355546.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_587.jpg,stable_diffusion_15_imag2img,img2img,office tower at dusk,94190298,building_manipulated_stable_diffusion_15_imag2img_office-tower-at-dusk_94190298.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_636.jpg,stable_diffusion_15_imag2img,img2img,office tower at dusk,411259528,building_manipulated_stable_diffusion_15_imag2img_office-tower-at-dusk_411259528.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1067.jpg,stable_diffusion_15_imag2img,img2img,office tower at dusk,450149968,building_manipulated_stable_diffusion_15_imag2img_office-tower-at-dusk_450149968.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1045.jpg,stable_diffusion_15_imag2img,img2img,building with rain reflections,690042894,building_manipulated_stable_diffusion_15_imag2img_building-with-rain-reflections_690042894.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1228.jpg,stable_diffusion_15_imag2img,img2img,building with rain reflections,267520364,building_manipulated_stable_diffusion_15_imag2img_building-with-rain-reflections_267520364.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_446.jpg,stable_diffusion_15_imag2img,img2img,building with rain reflections,861321418,building_manipulated_stable_diffusion_15_imag2img_building-with-rain-reflections_861321418.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1616.jpg,stable_diffusion_15_imag2img,img2img,building with rain reflections,853459663,building_manipulated_stable_diffusion_15_imag2img_building-with-rain-reflections_853459663.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_627.jpg,stable_diffusion_15_imag2img,img2img,building with rain reflections,410704186,building_manipulated_stable_diffusion_15_imag2img_building-with-rain-reflections_410704186.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1219.jpg,stable_diffusion_15_imag2img,img2img,building with rain reflections,515057245,building_manipulated_stable_diffusion_15_imag2img_building-with-rain-reflections_515057245.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1616.jpg,stable_diffusion_15_imag2img,img2img,building with rain reflections,839059558,building_manipulated_stable_diffusion_15_imag2img_building-with-rain-reflections_839059558.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1031.jpg,stable_diffusion_15_imag2img,img2img,building with rain reflections,369403821,building_manipulated_stable_diffusion_15_imag2img_building-with-rain-reflections_369403821.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1028.jpg,stable_diffusion_15_imag2img,img2img,building with rain reflections,539440655,building_manipulated_stable_diffusion_15_imag2img_building-with-rain-reflections_539440655.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1772.JPG,stable_diffusion_15_imag2img,img2img,building with rain reflections,417021223,building_manipulated_stable_diffusion_15_imag2img_building-with-rain-reflections_417021223.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_480.jpg,stable_diffusion_15_imag2img,img2img,building with rain reflections,193075825,building_manipulated_stable_diffusion_15_imag2img_building-with-rain-reflections_193075825.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_802.JPG,stable_diffusion_15_imag2img,img2img,building with rain reflections,342392184,building_manipulated_stable_diffusion_15_imag2img_building-with-rain-reflections_342392184.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1842.JPG,stable_diffusion_15_imag2img,img2img,building with rain reflections,235171143,building_manipulated_stable_diffusion_15_imag2img_building-with-rain-reflections_235171143.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1270.jpg,stable_diffusion_15_imag2img,img2img,building with rain reflections,961820110,building_manipulated_stable_diffusion_15_imag2img_building-with-rain-reflections_961820110.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_636.jpg,stable_diffusion_15_imag2img,img2img,facade under bright noon sun,62911856,building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_62911856.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1259.jpg,stable_diffusion_15_imag2img,img2img,facade under bright noon sun,568473596,building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_568473596.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1219.jpg,stable_diffusion_15_imag2img,img2img,facade under bright noon sun,823390511,building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_823390511.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1657.JPG,stable_diffusion_15_imag2img,img2img,facade under bright noon sun,249926430,building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_249926430.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1399.JPG,stable_diffusion_15_imag2img,img2img,facade under bright noon sun,107518428,building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_107518428.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_9.jpg,stable_diffusion_15_imag2img,img2img,facade under bright noon sun,705302801,building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_705302801.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1598.JPG,stable_diffusion_15_imag2img,img2img,facade under bright noon sun,286181188,building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_286181188.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_447.jpg,stable_diffusion_15_imag2img,img2img,facade under bright noon sun,876479513,building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_876479513.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1914.jpg,stable_diffusion_15_imag2img,img2img,facade under bright noon sun,820392141,building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_820392141.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_241.jpg,stable_diffusion_15_imag2img,img2img,facade under bright noon sun,618144696,building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_618144696.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1801.jpg,stable_diffusion_15_imag2img,img2img,facade under bright noon sun,380968572,building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_380968572.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1167.jpg,stable_diffusion_15_imag2img,img2img,facade under bright noon sun,189086334,building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_189086334.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1505.jpg,stable_diffusion_15_imag2img,img2img,facade under bright noon sun,636212984,building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_636212984.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1054.JPG,stable_diffusion_15_imag2img,img2img,facade under bright noon sun,865661639,building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_865661639.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1219.jpg,stable_diffusion_15_imag2img,img2img,building in foggy atmosphere,981378553,building_manipulated_stable_diffusion_15_imag2img_building-in-foggy-atmosphere_981378553.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_913.JPG,stable_diffusion_15_imag2img,img2img,building in foggy atmosphere,30286570,building_manipulated_stable_diffusion_15_imag2img_building-in-foggy-atmosphere_30286570.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_11.jpg,stable_diffusion_15_imag2img,img2img,building in foggy atmosphere,609511015,building_manipulated_stable_diffusion_15_imag2img_building-in-foggy-atmosphere_609511015.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_192.jpg,stable_diffusion_15_imag2img,img2img,building in foggy atmosphere,152581173,building_manipulated_stable_diffusion_15_imag2img_building-in-foggy-atmosphere_152581173.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_192.jpg,stable_diffusion_15_imag2img,img2img,building in foggy atmosphere,202114357,building_manipulated_stable_diffusion_15_imag2img_building-in-foggy-atmosphere_202114357.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_941.jpg,stable_diffusion_15_imag2img,img2img,building in foggy atmosphere,582101861,building_manipulated_stable_diffusion_15_imag2img_building-in-foggy-atmosphere_582101861.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1624.jpg,stable_diffusion_15_imag2img,img2img,building in foggy atmosphere,188502643,building_manipulated_stable_diffusion_15_imag2img_building-in-foggy-atmosphere_188502643.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_507.JPG,stable_diffusion_15_imag2img,img2img,building in foggy atmosphere,40763262,building_manipulated_stable_diffusion_15_imag2img_building-in-foggy-atmosphere_40763262.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1500.JPG,stable_diffusion_15_imag2img,img2img,building in foggy atmosphere,60309912,building_manipulated_stable_diffusion_15_imag2img_building-in-foggy-atmosphere_60309912.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1147.jpg,stable_diffusion_15_imag2img,img2img,building in foggy atmosphere,646030502,building_manipulated_stable_diffusion_15_imag2img_building-in-foggy-atmosphere_646030502.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_241.jpg,stable_diffusion_15_imag2img,img2img,building in foggy atmosphere,21397519,building_manipulated_stable_diffusion_15_imag2img_building-in-foggy-atmosphere_21397519.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1228.jpg,stable_diffusion_15_imag2img,img2img,building in foggy atmosphere,513236769,building_manipulated_stable_diffusion_15_imag2img_building-in-foggy-atmosphere_513236769.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1294.jpg,stable_diffusion_15_imag2img,img2img,building in foggy atmosphere,356196660,building_manipulated_stable_diffusion_15_imag2img_building-in-foggy-atmosphere_356196660.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_925.jpg,stable_diffusion_15_imag2img,img2img,building in foggy atmosphere,216320732,building_manipulated_stable_diffusion_15_imag2img_building-in-foggy-atmosphere_216320732.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1114.jpg,stable_diffusion_15_imag2img,img2img,historic building under daylight,365887238,building_manipulated_stable_diffusion_15_imag2img_historic-building-under-daylight_365887238.jpg
building,C:\Users\sophi\projekte\GitHub\Masterarbeit\images\known\building\realistic\architecture\architecture_1037.jpg,stable_diffusion_15_imag2img,img2img,historic building under daylight,986533353,building_manipulated_stable_diffusion_15_imag2img_historic-building-under-daylight_986533353.jpg
