img,label,prediction,final_prob,p_human,p_landscape,p_building,p_edges,p_frequency,p_grayscale,w_human,w_landscape,w_building,w_edges,w_frequency,w_grayscale
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_1776_noisy.jpg,0,0,0.0059,0.9953,0.0012,0.0081,0.0063,0.0000,0.0034,0.0000,0.0000,1.0000,0.4549,0.3081,0.2370
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_239_noisy.jpg,0,0,0.0104,0.9722,0.0012,0.0011,0.0029,0.0000,0.1132,0.0000,0.0003,0.9997,0.4551,0.3817,0.1632
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_inpainting_add-railing-on-stairs_974477733_noisy.jpg,1,0,0.1692,0.6498,0.0242,0.1099,0.0310,0.0050,0.8860,0.0000,0.0000,1.0000,0.4921,0.2688,0.2392
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_171_noisy.jpg,0,0,0.4622,0.9181,0.2146,0.0298,0.0188,0.0025,0.0009,1.0000,0.0000,0.0000,0.2542,0.5080,0.2378
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_2_inpainting_add-railing-on-stairs_866951270_noisy.jpg,1,0,0.1481,0.9989,0.0079,0.0034,0.0211,0.0015,0.9985,0.0000,0.0000,1.0000,0.4162,0.2998,0.2840
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1994_noisy.jpg,0,0,0.0054,0.6209,0.0000,0.7554,0.0001,0.0000,0.0624,0.0000,0.9999,0.0001,0.3657,0.4626,0.1717
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_83_noisy.jpg,0,0,0.0162,0.8405,0.0237,0.0309,0.0018,0.0000,0.0030,0.0000,0.0048,0.9952,0.4753,0.3060,0.2187
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_83_noisy.jpg,0,0,0.0002,0.9602,0.0001,0.0901,0.0001,0.0000,0.0021,0.0000,1.0000,0.0000,0.3155,0.5063,0.1781
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1722_noisy.jpg,0,0,0.0011,0.0071,0.0000,0.9517,0.0001,0.0000,0.0096,0.0000,1.0000,0.0000,0.3867,0.3858,0.2275
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_2_manipulated_stable_diffusion_inpainting_add-lip-piercing_335192628_noisy.jpg,1,1,0.8545,1.0000,0.8286,0.6671,0.2062,0.9923,0.9999,0.9977,0.0021,0.0002,0.3632,0.2903,0.3465
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_juggernaut_xl_v9_volcanic-landscape-with-lava-fields-dramatic-sky_592326391_noisy.jpg,1,0,0.0680,1.0000,0.0006,0.6626,0.0002,0.0000,0.9996,0.0000,1.0000,0.0000,0.4264,0.4382,0.1354
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_538_noisy.jpg,0,0,0.0010,0.9999,0.0020,0.0004,0.0004,0.0027,0.0021,0.0000,0.0000,1.0000,0.3947,0.3080,0.2972
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_1201_noisy.jpg,0,0,0.0029,0.3766,0.0011,0.0056,0.0000,0.0000,0.0005,0.0000,0.0000,1.0000,0.4312,0.3264,0.2424
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_850_noisy.jpg,0,1,0.5212,0.9970,0.9973,0.4354,0.0660,0.0068,0.0763,0.9985,0.0013,0.0002,0.4512,0.3764,0.1724
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_stable_diffusion_15_portrait-of-a-middle-aged-hispanic-man-short-hair-warm-tone-_882403819_noisy.jpg,1,1,0.9947,0.9951,0.9939,0.7269,0.9887,0.9997,1.0000,0.9949,0.0034,0.0018,0.4556,0.2891,0.2552
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_328_noisy.jpg,0,1,0.5021,1.0000,0.9021,0.0530,0.0008,0.0076,0.0034,0.9999,0.0001,0.0000,0.4012,0.4423,0.1565
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_242_noisy.jpg,0,0,0.0015,0.9282,0.0000,0.0232,0.0000,0.0000,0.0304,0.0000,0.9927,0.0073,0.3677,0.5402,0.0921
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-tent-in-field_950044724_noisy.jpg,1,0,0.1509,0.0777,0.0119,0.1626,0.0006,0.7569,0.0260,0.0000,0.9996,0.0004,0.4727,0.3774,0.1499
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_843_noisy.jpg,0,1,0.5361,1.0000,0.3145,0.0622,0.1200,0.0581,0.0025,0.9999,0.0000,0.0001,0.3881,0.4363,0.1756
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_dreamlike_photoreal_20_modern-glass-skyscraper-in-city-center-photographed-at-dusk_933476227_noisy.jpg,1,0,0.4903,0.9993,0.0164,0.8171,0.0004,0.1298,0.9997,0.0002,0.0610,0.9387,0.4930,0.3388,0.1682
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_dreamlike_photoreal_20_grassland-with-grazing-animals-cloudy-sky_976783825_noisy.jpg,1,0,0.0940,1.0000,0.0045,0.3728,0.0000,0.0000,0.9997,0.0000,1.0000,0.0000,0.4244,0.3921,0.1835
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_stable_diffusion_15_sunset-over-rice-terraces-southeast-asia_817364174_noisy.jpg,1,1,0.7670,0.9990,0.9984,0.7072,0.0267,0.9727,1.0000,0.0000,0.9996,0.0004,0.4684,0.3038,0.2279
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_592_noisy.jpg,0,0,0.3270,0.9985,0.0793,0.4859,0.0093,0.0113,0.7045,0.0000,0.0000,1.0000,0.4017,0.3708,0.2274
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_731_noisy.jpg,0,0,0.0104,0.9797,0.0324,0.0126,0.0006,0.0000,0.0293,0.0000,0.0307,0.9693,0.4434,0.3066,0.2501
data/test/meta_classifier_train_data/known_test_noisy\0_real\celeba_17_noisy.jpg,0,0,0.4061,0.7739,0.9999,0.5329,0.0776,0.0031,0.0006,0.7847,0.1209,0.0944,0.4180,0.3950,0.1870
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1587_noisy.jpg,0,0,0.0502,0.9953,0.0003,0.6403,0.0009,0.0000,0.0700,0.0000,0.8717,0.1283,0.3979,0.3512,0.2509
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-bench-near-path_389555303_noisy.jpg,1,0,0.3017,0.9999,0.0099,0.6202,0.6655,0.9936,0.0708,0.0000,0.9791,0.0209,0.4189,0.2826,0.2984
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_905_noisy.jpg,0,0,0.0189,0.9976,0.0016,0.0373,0.0006,0.0000,0.0016,0.0000,0.0010,0.9990,0.3948,0.3732,0.2320
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_293_noisy.jpg,0,0,0.0017,0.9998,0.0015,0.0003,0.0054,0.0001,0.0032,0.0000,0.0000,1.0000,0.4243,0.3359,0.2398
data/test/meta_classifier_train_data/known_test_noisy\0_real\celeba_513_noisy.jpg,0,0,0.2160,0.0690,1.0000,0.6685,0.9034,0.0009,0.0013,0.9994,0.0004,0.0002,0.4007,0.5495,0.0498
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_juggernaut_xl_v9_traditional-chinese-pagoda-surrounded-by-trees_193763674_noisy.jpg,1,1,0.5562,0.9999,0.0051,0.9111,0.0070,0.0000,0.9997,0.0001,0.0635,0.9364,0.4392,0.3049,0.2559
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_stable_diffusion_15_futuristic-office-tower-with-curved-glass-blue-sky_719112791_noisy.jpg,1,1,0.7837,1.0000,0.1715,0.9368,0.2540,0.9450,0.9998,0.0001,0.0105,0.9894,0.4631,0.2861,0.2508
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-bench-near-path_834718476_noisy.jpg,1,0,0.2909,0.9970,0.1207,0.6848,0.4944,0.3859,0.4813,0.0000,1.0000,0.0000,0.4938,0.2791,0.2272
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_921_noisy.jpg,0,0,0.1543,0.5325,0.2013,0.1028,0.0000,0.0000,0.0003,0.4168,0.2706,0.3126,0.3161,0.4480,0.2359
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1570_noisy.jpg,0,0,0.0009,0.9602,0.0002,0.0136,0.0032,0.0000,0.0003,0.0005,0.9995,0.0000,0.3626,0.5959,0.0415
data/test/meta_classifier_train_data/known_test_noisy\0_real\celeba_949_noisy.jpg,0,0,0.0763,0.0000,0.9999,0.6055,0.4131,0.0000,0.0002,1.0000,0.0000,0.0000,0.3693,0.3498,0.2809
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-deer-in-forest_142382589_noisy.jpg,1,0,0.0383,0.9980,0.0359,0.4893,0.0445,0.0007,0.1141,0.0000,1.0000,0.0000,0.3711,0.4196,0.2093
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1717_noisy.jpg,0,0,0.0019,0.9845,0.0024,0.0823,0.0003,0.0026,0.0006,0.0000,1.0000,0.0000,0.3060,0.4347,0.2593
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_stable_diffusion_15_modern-museum-building-with-geometric-shapes_54544900_noisy.jpg,1,0,0.2398,0.6502,0.0792,0.0153,0.0131,0.9884,0.9779,0.0000,0.0000,1.0000,0.5347,0.2288,0.2365
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_inpainting_add-small-shop-sign_191297873_noisy.jpg,1,0,0.1978,0.9998,0.0231,0.0006,0.2352,1.0000,0.0736,0.0000,0.0000,1.0000,0.4048,0.2763,0.3189
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_juggernaut_xl_v9_desert-plateau-with-cacti-midday-sun_54267348_noisy.jpg,1,0,0.0586,0.9998,0.0000,0.2497,0.0002,0.0002,0.9746,0.0000,0.9937,0.0063,0.5235,0.3580,0.1185
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1332_noisy.jpg,0,0,0.0084,0.9349,0.0016,0.4178,0.0000,0.0000,0.0714,0.0000,0.9970,0.0030,0.4017,0.4027,0.1956
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-red-car-on-dirt-path_862674382_noisy.jpg,1,0,0.3183,0.5901,0.0138,0.8480,0.7237,0.9974,0.0227,0.0000,0.9984,0.0016,0.3776,0.3428,0.2796
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_398_noisy.jpg,0,0,0.3002,0.9937,0.0001,0.6288,0.0001,0.0000,0.0040,0.0000,0.0462,0.9538,0.4304,0.4120,0.1576
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_stable_diffusion_15_professional-headshot-of-a-south-asian-man-with-glasses-neut_206468300_noisy.jpg,1,1,0.5877,1.0000,0.3264,0.1187,0.4750,0.0803,1.0000,0.6814,0.2180,0.1006,0.4313,0.3943,0.1744
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_manipulated_stable_diffusion_inpainting_add-headset-on-ears_778058057_noisy.jpg,1,1,0.7947,0.8811,0.0704,0.2492,0.0880,0.9999,0.9997,1.0000,0.0000,0.0000,0.3197,0.3446,0.3357
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_manipulated_stable_diffusion_2_inpainting_add-hoodie-hood-on-head_705502155_noisy.jpg,1,1,0.7925,0.9974,0.0871,0.4376,0.0030,0.9249,0.9987,0.9998,0.0000,0.0002,0.3839,0.3900,0.2261
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_juggernaut_xl_v9_vast-tundra-under-cloudy-sky-lonely-feeling_909644408_noisy.jpg,1,0,0.0601,0.9995,0.0005,0.5108,0.0002,0.0008,0.9864,0.0000,0.9952,0.0048,0.4641,0.4175,0.1184
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_manipulated_stable_diffusion_inpainting_add-mole-on-face_872792131_noisy.jpg,1,1,0.6507,1.0000,0.0009,0.3697,0.0198,0.0563,0.9997,1.0000,0.0000,0.0000,0.3580,0.3682,0.2737
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_1642_noisy.jpg,0,0,0.1037,0.8920,0.3439,0.0104,0.0632,0.5283,0.0024,0.0000,0.0105,0.9895,0.4659,0.3097,0.2244
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_1228_noisy.jpg,0,0,0.1231,0.9954,0.0070,0.0182,0.0010,0.0000,0.8851,0.0000,0.0000,1.0000,0.4127,0.3301,0.2572
data/test/meta_classifier_train_data/known_test_noisy\0_real\celeba_381_noisy.jpg,0,1,0.6458,0.9941,1.0000,0.8012,0.6993,0.0000,0.0002,1.0000,0.0000,0.0000,0.4256,0.4415,0.1329
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_585_noisy.jpg,0,0,0.4455,0.9974,0.0774,0.4568,0.0031,0.6092,0.8955,0.0004,0.0563,0.9433,0.3778,0.3595,0.2627
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_2_manipulated_stable_diffusion_2_inpainting_add-sunglasses_987511742_noisy.jpg,1,1,0.6983,1.0000,0.2786,0.0993,0.3098,0.0380,0.9540,1.0000,0.0000,0.0000,0.3892,0.3348,0.2760
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-person-silhouette-in-distance_336412085_noisy.jpg,1,1,0.6111,1.0000,0.9750,0.7342,0.0047,0.0099,0.9855,0.0000,1.0000,0.0000,0.3766,0.3781,0.2452
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_309_noisy.jpg,0,0,0.0052,0.9737,0.0013,0.0187,0.0000,0.0000,0.0147,0.0000,0.5950,0.4050,0.4340,0.4248,0.1412
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_388_noisy.jpg,0,1,0.5205,1.0000,0.0582,0.1108,0.0001,0.0001,0.5715,0.9518,0.0368,0.0113,0.3510,0.4992,0.1498
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_juggernaut_xl_v9_futuristic-office-tower-with-curved-glass-blue-sky_876928441_noisy.jpg,1,0,0.3567,1.0000,0.0011,0.9668,0.0006,0.0453,0.9143,0.0144,0.4406,0.5450,0.4350,0.3972,0.1678
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_2_inpainting_add-small-shop-sign_732492872_noisy.jpg,1,0,0.0396,0.6728,0.0458,0.0765,0.0018,0.0058,0.0002,0.0000,0.0001,0.9999,0.5156,0.3230,0.1615
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_snowy-mountain-slope_729835593_noisy.jpg,1,0,0.0103,0.9947,0.0021,0.2677,0.0007,0.0002,0.0648,0.0000,1.0000,0.0000,0.3371,0.3831,0.2798
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_1860_noisy.jpg,0,0,0.0231,0.7367,0.0060,0.0025,0.0068,0.1141,0.0014,0.0000,0.0001,0.9999,0.4017,0.3559,0.2424
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_2_manipulated_stable_diffusion_2_inpainting_add-stud-earrings_110829910_noisy.jpg,1,1,0.7763,1.0000,0.9752,0.1078,0.6578,0.0622,0.9999,1.0000,0.0000,0.0000,0.4533,0.3116,0.2351
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_inpainting_add-tree-shadow-on-wall_456195627_noisy.jpg,1,0,0.2527,0.9700,0.0028,0.0507,0.0103,0.9406,0.9976,0.0079,0.0210,0.9711,0.5396,0.2873,0.1731
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1187_noisy.jpg,0,0,0.0038,0.0522,0.0001,0.4224,0.0000,0.0000,0.0033,0.0161,0.9695,0.0144,0.3651,0.4675,0.1673
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_dreamlike_photoreal_20_professional-headshot-of-a-south-asian-man-with-glasses-neut_259154085_noisy.jpg,1,1,0.5553,1.0000,0.0477,0.0808,0.0001,0.0002,1.0000,1.0000,0.0000,0.0000,0.4391,0.4504,0.1105
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_547_noisy.jpg,0,0,0.2732,0.9985,0.0503,0.5635,0.0483,0.0053,0.1590,0.4648,0.5351,0.0001,0.2943,0.4628,0.2429
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_dreamlike_photoreal_20_panoramic-coastline-with-fishing-boats-sunrise_116198605_noisy.jpg,1,0,0.1016,0.9979,0.0009,0.7122,0.0002,0.0000,0.9988,0.0110,0.9540,0.0350,0.4734,0.3601,0.1665
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_dreamlike_photoreal_20_photo-of-a-middle-aged-man-with-a-beard-wearing-a-suit-outdo_266493009_noisy.jpg,1,1,0.5735,1.0000,0.0649,0.2254,0.0016,0.0051,1.0000,1.0000,0.0000,0.0000,0.4486,0.4071,0.1443
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_1784_noisy.jpg,0,0,0.0052,0.5576,0.0107,0.0044,0.0126,0.0001,0.0002,0.0000,0.0014,0.9986,0.4657,0.3359,0.1984
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_stable_diffusion_15_savannah-landscape-with-acacia-trees-golden-hour_510173761_noisy.jpg,1,1,0.6500,0.8846,0.9985,0.1501,0.0584,0.7022,0.9995,0.0036,0.8640,0.1325,0.5298,0.2909,0.1793
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_2_manipulated_stable_diffusion_inpainting_add-bluetooth-earpiece_462114583_noisy.jpg,1,1,0.5703,1.0000,0.8682,0.1386,0.0244,0.0294,0.9998,1.0000,0.0000,0.0000,0.4539,0.4292,0.1168
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_568473596_noisy.jpg,1,1,0.5605,0.9840,0.3422,0.8893,0.0014,0.0000,0.9920,0.0000,0.0002,0.9998,0.4393,0.3278,0.2329
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_synthetic_dreamlike_photoreal_20_river-winding-through-canyon-aerial-perspective_873008989_noisy.jpg,1,0,0.4068,0.9980,0.0086,0.9350,0.0003,0.1648,1.0000,0.0086,0.3478,0.6436,0.4953,0.3647,0.1400
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-electricity-pole_612625051_noisy.jpg,1,0,0.2970,0.9999,0.0184,0.9163,0.0253,1.0000,0.7851,0.0000,0.9999,0.0001,0.3688,0.3290,0.3022
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_195_noisy.jpg,0,0,0.0016,0.2494,0.0017,0.1438,0.0000,0.0000,0.0060,0.0000,1.0000,0.0000,0.3125,0.4287,0.2587
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_meadow-with-flowers-sunny_183086167_noisy.jpg,1,0,0.2064,0.2600,0.0138,0.6429,0.0944,0.8730,0.1708,0.0000,0.9939,0.0061,0.3861,0.3615,0.2523
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_48_noisy.jpg,0,1,0.6034,0.9991,0.7054,0.7241,0.9628,0.0155,0.3588,0.0000,0.0000,1.0000,0.4277,0.3918,0.1805
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_2_manipulated_stable_diffusion_inpainting_add-hoodie-hood-on-head_268056615_noisy.jpg,1,1,0.7670,1.0000,0.9409,0.1114,0.2406,0.5585,0.9993,1.0000,0.0000,0.0000,0.4038,0.3607,0.2355
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_445_noisy.jpg,0,1,0.8195,0.9981,0.9974,0.7900,0.6770,0.9992,0.9178,0.0000,0.0000,1.0000,0.4050,0.3538,0.2412
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_waterfall-in-daylight_755309459_noisy.jpg,1,0,0.2650,0.4412,0.0066,0.7967,0.0009,0.8253,0.9648,0.0000,0.9998,0.0002,0.3949,0.4360,0.1690
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_stable_diffusion_15_ancient-roman-amphitheater-ruins_413600441_noisy.jpg,1,1,0.8637,0.9729,0.7405,0.8241,0.8646,1.0000,1.0000,0.0000,0.3901,0.6099,0.4734,0.2576,0.2690
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_manipulated_stable_diffusion_15_imag2img_portrait-illuminated-by-laptop-screen_359722167_noisy.jpg,1,0,0.4062,0.2159,0.9999,0.7682,0.8887,0.0000,0.8852,1.0000,0.0000,0.0000,0.3510,0.3276,0.3214
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_dreamlike_photoreal_20_modern-glass-skyscraper-in-city-center-photographed-at-dusk_201415221_noisy.jpg,1,0,0.3054,0.9997,0.0024,0.1779,0.0010,0.6778,0.9982,0.0000,0.0009,0.9991,0.4415,0.3895,0.1690
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_dreamlike_photoreal_20_portrait-of-a-teenage-boy-with-acne-school-hallway-backgroun_319280491_noisy.jpg,1,1,0.6850,1.0000,0.0203,0.0468,0.0002,0.3979,0.9999,1.0000,0.0000,0.0000,0.4182,0.3520,0.2298
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_2_manipulated_stable_diffusion_2_inpainting_add-headscarf_113182100_noisy.jpg,1,1,0.7404,1.0000,0.9919,0.1585,0.0173,0.6555,0.9928,0.9987,0.0008,0.0005,0.4009,0.3569,0.2421
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_553_noisy.jpg,0,0,0.0129,0.9995,0.0012,0.6573,0.0004,0.0000,0.5695,0.0000,1.0000,0.0000,0.3672,0.5897,0.0431
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_stable_diffusion_15_old-industrial-warehouse-with-brick-walls_144193988_noisy.jpg,1,0,0.3140,0.9999,0.0029,0.3496,0.1496,0.2426,0.9908,0.0000,0.0266,0.9734,0.5556,0.3151,0.1293
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_manipulated_stable_diffusion_inpainting_add-eyeglasses_196357165_noisy.jpg,1,1,0.8444,1.0000,0.0594,0.3356,0.0502,0.9969,0.9921,1.0000,0.0000,0.0000,0.3237,0.3527,0.3236
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_manipulated_stable_diffusion_15_imag2img_building-with-neon-signs_551323129_noisy.jpg,1,0,0.2676,0.9979,0.0017,0.2096,0.1679,0.0462,0.9785,0.0000,0.0000,1.0000,0.4488,0.3100,0.2412
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_380_noisy.jpg,0,1,0.5637,1.0000,0.9970,0.1211,0.3164,0.0423,0.0015,0.9912,0.0000,0.0088,0.3864,0.2944,0.3192
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_524_noisy.jpg,0,0,0.0008,0.9784,0.0003,0.4396,0.0000,0.0000,0.0015,0.0000,0.9977,0.0023,0.4207,0.3859,0.1935
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_946_noisy.jpg,0,0,0.0014,0.1835,0.0000,0.5786,0.0000,0.0046,0.0010,0.0000,0.9996,0.0004,0.3460,0.4959,0.1580
data/test/meta_classifier_train_data/known_test_noisy\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-picnic-table_712713680_noisy.jpg,1,0,0.1990,0.9915,0.0631,0.1191,0.0009,1.0000,0.0380,0.0000,0.9999,0.0001,0.4753,0.3270,0.1977
data/test/meta_classifier_train_data/known_test_noisy\0_real\celeba_965_noisy.jpg,0,0,0.1710,0.0298,0.9999,0.6867,0.7999,0.0001,0.0001,1.0000,0.0000,0.0000,0.3903,0.3522,0.2575
data/test/meta_classifier_train_data/known_test_noisy\0_real\lhq_1970_noisy.jpg,0,0,0.0227,0.0043,0.0012,0.3448,0.0000,0.0000,0.0005,0.0000,0.8715,0.1285,0.4049,0.3874,0.2077
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_dreamlike_photoreal_20_old-european-train-station-with-glass-roof_891246047_noisy.jpg,1,1,0.8701,0.9478,0.0089,0.9906,0.9857,0.0440,0.9999,0.0000,0.0121,0.9879,0.4845,0.2421,0.2734
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_dreamlike_photoreal_20_modern-museum-building-with-geometric-shapes_677703981_noisy.jpg,1,0,0.3943,0.9999,0.0027,0.8121,0.0011,0.9921,0.9998,0.0004,0.6834,0.3162,0.4680,0.3527,0.1793
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_226_noisy.jpg,0,0,0.0410,0.9918,0.0068,0.0007,0.0231,0.2094,0.0003,0.0000,0.0000,1.0000,0.4381,0.3400,0.2218
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_421_noisy.jpg,0,1,0.5311,1.0000,0.9744,0.0806,0.0190,0.1422,0.0004,0.9965,0.0020,0.0015,0.4046,0.3931,0.2023
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_stable_diffusion_15_studio-portrait-of-a-middle-aged-caucasian-woman-with-freckl_369319645_noisy.jpg,1,0,0.4270,0.9802,0.0910,0.5071,0.2166,0.9990,0.0081,0.0000,1.0000,0.0000,0.2794,0.7030,0.0176
data/test/meta_classifier_train_data/known_test_noisy\0_real\architecture_134_noisy.jpg,0,0,0.0135,0.1199,0.0150,0.0024,0.0334,0.0000,0.0409,0.0000,0.0000,1.0000,0.4144,0.3214,0.2641
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_dreamlike_photoreal_20_portrait-of-a-teenage-boy-with-acne-school-hallway-backgroun_654586205_noisy.jpg,1,1,0.6397,1.0000,0.0466,0.1244,0.0002,0.1596,1.0000,0.9904,0.0092,0.0004,0.4044,0.3654,0.2302
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_synthetic_stable_diffusion_15_photo-of-a-middle-aged-man-with-shaved-head-gym-background_334702823_noisy.jpg,1,1,0.8800,1.0000,0.9291,0.1725,0.4226,1.0000,0.9999,0.7576,0.2375,0.0049,0.3795,0.3010,0.3194
data/test/meta_classifier_train_data/known_test_noisy\1_fake\human_manipulated_stable_diffusion_inpainting_add-mole-on-face_969863749_noisy.jpg,1,1,0.8417,1.0000,0.2661,0.2761,0.1666,0.9984,1.0000,1.0000,0.0000,0.0000,0.3792,0.3831,0.2377
data/test/meta_classifier_train_data/known_test_noisy\0_real\celeba_709_noisy.jpg,0,0,0.3024,0.3550,1.0000,0.5074,0.6562,0.0000,0.0000,1.0000,0.0000,0.0000,0.3808,0.3224,0.2968
data/test/meta_classifier_train_data/known_test_noisy\0_real\faceforensics_231_noisy.jpg,0,0,0.4889,0.9672,0.1481,0.2916,0.0023,0.0000,0.0627,1.0000,0.0000,0.0000,0.3810,0.4652,0.1538
data/test/meta_classifier_train_data/known_test_noisy\1_fake\building_synthetic_stable_diffusion_15_apartment-block-with-balconies-urban-daylight_191735735_noisy.jpg,1,0,0.3840,0.9773,0.4890,0.0095,0.5381,0.9965,0.9864,0.0000,0.0028,0.9972,0.5165,0.2299,0.2535
