img,label,prediction,final_prob,p_human,p_landscape,p_building,p_edges,p_frequency,p_grayscale,w_human,w_landscape,w_building,w_edges,w_frequency,w_grayscale
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_690_jpeg.jpg,0,0,0.2803,0.0015,0.0094,0.9913,0.1297,0.5043,0.0456,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_river-in-bright-daylight_393624576_jpeg.jpg,1,1,0.6318,0.9997,0.9654,0.9947,0.0384,0.7861,0.0065,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_445_jpeg.jpg,0,1,0.5844,1.0000,0.9985,0.9989,0.0124,0.0000,0.4966,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_juggernaut_xl_v9_professional-headshot-of-a-south-asian-man-with-glasses-neut_274361984_jpeg.jpg,1,1,0.8646,1.0000,0.9982,0.9993,0.9425,0.2492,0.9984,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_dreamlike_photoreal_20_portrait-of-a-teenage-boy-with-acne-school-hallway-backgroun_654586205_jpeg.jpg,1,1,0.6025,0.2486,0.9946,1.0000,0.3583,0.0161,0.9975,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_juggernaut_xl_v9_small-countryside-church-with-stone-walls_171784436_jpeg.jpg,1,1,0.6298,0.9950,0.9675,0.9767,0.0002,0.0058,0.8334,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_stable_diffusion_15_rolling-vineyards-in-summer-mediterranean-style_572030855_jpeg.jpg,1,1,0.7288,1.0000,0.9990,1.0000,0.2441,0.1301,0.9995,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_946_jpeg.jpg,0,0,0.1681,0.0007,0.0328,0.9004,0.0743,0.0001,0.0003,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_juggernaut_xl_v9_minimalist-concrete-building-clean-lines-overcast-sky_251258750_jpeg.jpg,1,1,0.7194,0.9982,0.9148,0.9905,0.4081,0.0049,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_dreamlike_photoreal_20_photo-of-an-elderly-east-asian-woman-with-wrinkles-natural-d_128370928_jpeg.jpg,1,1,0.6939,1.0000,0.9989,1.0000,0.1642,0.0005,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_2_manipulated_stable_diffusion_2_inpainting_add-wireless-headphones_717850307_jpeg.jpg,1,1,0.7911,0.9991,0.9961,0.9998,0.7719,0.0311,0.9486,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_manipulated_stable_diffusion_2_inpainting_add-eyeglasses_873728354_jpeg.jpg,1,1,0.8629,1.0000,0.9955,0.9979,0.9151,0.7023,0.5666,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_manipulated_stable_diffusion_15_imag2img_portrait-illuminated-by-laptop-screen_359722167_jpeg.jpg,1,1,0.6349,0.9991,0.9334,0.9432,0.1267,0.8042,0.0031,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_556_jpeg.jpg,0,0,0.2580,0.0266,0.0243,0.0992,0.5276,0.8703,0.0002,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_1050_jpeg.jpg,0,0,0.3764,0.0004,0.0063,0.8142,0.7056,0.1653,0.5668,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_dreamlike_photoreal_20_portrait-of-a-young-black-woman-with-braids-golden-hour-ligh_57562305_jpeg.jpg,1,1,0.6945,1.0000,0.9984,0.9997,0.1656,0.0058,0.9978,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_stable_diffusion_15_coastal-cliffs-with-crashing-waves-overcast-weather_806528434_jpeg.jpg,1,1,0.6125,1.0000,0.9999,0.9730,0.0026,0.0055,0.6938,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_872_jpeg.jpg,0,0,0.0822,0.0000,0.0009,0.0033,0.4815,0.0072,0.0001,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_stable_diffusion_15_sunset-over-rice-terraces-southeast-asia_817364174_jpeg.jpg,1,1,0.6666,1.0000,0.9992,0.9994,0.0001,0.0014,0.9998,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_15_imag2img_facade-under-bright-noon-sun_568473596_jpeg.jpg,1,1,0.5634,0.9932,0.9999,0.9995,0.0000,0.0001,0.3880,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_994_jpeg.jpg,0,0,0.3196,0.0054,0.0734,0.6218,0.0983,0.2206,0.8984,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_365_jpeg.jpg,0,0,0.2150,0.0000,0.0006,0.0021,0.8419,0.4453,0.0001,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_783_jpeg.jpg,0,0,0.2296,0.6582,0.0212,0.6602,0.0087,0.0295,0.0001,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-airplane-in-sky_144225975_jpeg.jpg,1,0,0.0974,0.0192,0.3208,0.1385,0.0003,0.1032,0.0027,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_stable_diffusion_15_old-european-cathedral-with-gothic-details-daylight_991348896_jpeg.jpg,1,1,0.6845,0.9996,0.9975,0.9995,0.1517,0.0003,0.9582,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_stable_diffusion_15_professional-headshot-of-a-south-asian-man-with-glasses-neut_206468300_jpeg.jpg,1,1,0.7305,1.0000,0.9997,1.0000,0.3009,0.0822,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_manipulated_stable_diffusion_15_imag2img_portrait-illuminated-by-laptop-screen_161669422_jpeg.jpg,1,1,0.6461,0.9950,0.9974,0.9967,0.3347,0.5336,0.0190,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_2_manipulated_stable_diffusion_15_imag2img_portrait-outdoors-with-blurred-city-lights_617361057_jpeg.jpg,1,1,0.6560,1.0000,0.9982,1.0000,0.5495,0.1876,0.2005,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_2033_jpeg.jpg,0,0,0.1706,0.7802,0.0048,0.2316,0.0000,0.0064,0.0008,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_1011_jpeg.jpg,0,0,0.0428,0.0000,0.0014,0.0008,0.1226,0.1317,0.0001,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_134_jpeg.jpg,0,0,0.4222,0.0360,0.7577,0.9751,0.0052,0.0002,0.7590,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_402_jpeg.jpg,0,0,0.3957,0.9261,0.4275,0.7206,0.2253,0.0036,0.0710,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_1326_jpeg.jpg,0,1,0.5475,0.8730,0.8612,0.8676,0.2049,0.0031,0.4756,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1994_jpeg.jpg,0,1,0.5829,0.9943,0.6698,0.8572,0.2118,0.7495,0.0146,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1821_jpeg.jpg,0,0,0.2653,0.0654,0.3026,0.9821,0.0019,0.2151,0.0249,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_juggernaut_xl_v9_coastal-cliffs-with-crashing-waves-overcast-weather_343154755_jpeg.jpg,1,1,0.5116,0.9987,0.3150,0.9411,0.0108,0.7503,0.0537,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_stable_diffusion_15_photo-of-a-man-in-his-30s-with-a-beard-winter-jacket-snowy-b_247083813_jpeg.jpg,1,1,0.6793,1.0000,0.9981,1.0000,0.0459,0.0323,0.9995,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_cloudy-mountain-view_361081824_jpeg.jpg,1,1,0.6360,1.0000,0.9993,0.9774,0.0116,0.0001,0.8276,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_15_jpeg.jpg,0,0,0.2372,0.0000,0.0007,0.0024,0.5691,0.8510,0.0001,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_380_jpeg.jpg,0,0,0.0838,0.0004,0.0116,0.4634,0.0000,0.0003,0.0273,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_408_jpeg.jpg,0,0,0.2268,0.1340,0.1561,0.9970,0.0653,0.0000,0.0086,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_972_jpeg.jpg,0,0,0.2443,0.8625,0.1512,0.3265,0.0071,0.1180,0.0004,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_293_jpeg.jpg,0,1,0.5951,0.9806,0.8225,0.9897,0.5263,0.0001,0.2513,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_774_jpeg.jpg,0,0,0.2198,0.0000,0.0016,0.0021,0.3770,0.9379,0.0002,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_289_jpeg.jpg,0,0,0.2800,0.0032,0.0020,0.9599,0.0971,0.5421,0.0757,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-red-car-on-dirt-path_862674382_jpeg.jpg,1,1,0.5203,1.0000,0.9885,0.9996,0.0018,0.0379,0.0940,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_juggernaut_xl_v9_modern-glass-skyscraper-in-city-center-photographed-at-dusk_906698074_jpeg.jpg,1,1,0.6701,1.0000,0.9943,0.9957,0.0313,0.0000,0.9993,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1876_jpeg.jpg,0,0,0.2511,0.6880,0.1407,0.6325,0.0384,0.0065,0.0006,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_647_jpeg.jpg,0,0,0.0086,0.0002,0.0037,0.0384,0.0079,0.0013,0.0002,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_dreamlike_photoreal_20_old-european-train-station-with-glass-roof_891246047_jpeg.jpg,1,1,0.7718,1.0000,0.9955,1.0000,0.6353,0.0002,0.9996,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_stable_diffusion_15_portrait-of-a-middle-aged-hispanic-man-short-hair-warm-tone-_245938495_jpeg.jpg,1,1,0.6938,1.0000,0.9879,1.0000,0.1901,0.0019,0.9829,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_juggernaut_xl_v9_portrait-of-a-man-with-long-hair-and-tattoos-dramatic-lighti_544459925_jpeg.jpg,1,1,0.8542,1.0000,0.9598,0.9996,0.9810,0.1913,0.9932,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_juggernaut_xl_v9_dense-rainforest-with-mist-sunlight-filtering-through-trees_398320111_jpeg.jpg,1,1,0.7473,1.0000,0.9959,0.9473,0.3089,0.2319,0.9996,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_226_jpeg.jpg,0,0,0.1317,0.4581,0.0951,0.2233,0.0000,0.0000,0.0136,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_782_jpeg.jpg,0,0,0.4253,0.8303,0.8650,0.7329,0.0007,0.1160,0.0067,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_juggernaut_xl_v9_suburban-residential-street-with-family-houses_308034407_jpeg.jpg,1,1,0.6712,1.0000,0.9916,0.9997,0.0361,0.0001,0.9995,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_manipulated_stable_diffusion_inpainting_add-lip-piercing_34327535_jpeg.jpg,1,1,0.8463,1.0000,0.9939,0.9999,0.8508,0.8297,0.4031,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_autumn-scene-with-colorful-trees_190924933_jpeg.jpg,1,0,0.4411,0.6150,1.0000,0.9965,0.0013,0.0191,0.0148,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1131_jpeg.jpg,0,0,0.2193,0.0660,0.0281,0.1700,0.0001,0.9363,0.1150,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1239_jpeg.jpg,0,0,0.1067,0.0001,0.0003,0.0214,0.6104,0.0006,0.0075,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_hills-under-stormy-clouds_886812784_jpeg.jpg,1,1,0.6297,0.9994,0.9986,0.9966,0.0122,0.6726,0.0986,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_dreamlike_photoreal_20_futuristic-office-tower-with-curved-glass-blue-sky_345505800_jpeg.jpg,1,1,0.7845,1.0000,0.9980,0.9999,0.7096,0.0008,0.9987,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_2_manipulated_stable_diffusion_2_inpainting_add-short-necklace_815720063_jpeg.jpg,1,1,0.7163,0.9998,0.9975,1.0000,0.4022,0.0008,0.8975,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_dreamlike_photoreal_20_mosque-with-detailed-minarets-photographed-at-sunset_534366140_jpeg.jpg,1,1,0.6691,1.0000,0.9960,1.0000,0.0011,0.0181,0.9996,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_juggernaut_xl_v9_portrait-of-an-elderly-black-man-with-gray-beard-warm-indoor_810614026_jpeg.jpg,1,1,0.8328,1.0000,0.9996,1.0000,0.9857,0.0121,0.9994,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_juggernaut_xl_v9_rolling-green-hills-in-spring-wildflowers-in-bloom_591957562_jpeg.jpg,1,1,0.7287,1.0000,0.9897,0.9983,0.4862,0.0188,0.8790,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_355_jpeg.jpg,0,1,0.6191,0.9892,0.8832,0.9841,0.0016,0.0000,0.8562,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_dreamlike_photoreal_20_grassland-with-grazing-animals-cloudy-sky_976783825_jpeg.jpg,1,1,0.6732,1.0000,0.9994,0.9642,0.0023,0.1103,0.9634,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_970_jpeg.jpg,0,0,0.1903,0.0000,0.0009,0.0011,0.6454,0.4942,0.0001,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_301_jpeg.jpg,0,0,0.1946,0.0853,0.8489,0.2015,0.0134,0.0186,0.0002,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_1766_jpeg.jpg,0,0,0.1458,0.0019,0.0167,0.8234,0.0143,0.0007,0.0177,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_juggernaut_xl_v9_old-european-train-station-with-glass-roof_925714197_jpeg.jpg,1,1,0.7334,1.0000,0.9999,1.0000,0.4004,0.0003,1.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_866_jpeg.jpg,0,0,0.2076,0.8109,0.0424,0.3581,0.0014,0.0159,0.0170,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_801_jpeg.jpg,0,0,0.2343,0.0023,0.0099,0.0012,0.6418,0.7507,0.0001,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_inpainting_add-open-window_901371869_jpeg.jpg,1,0,0.4858,0.9518,0.9478,0.9959,0.0012,0.0003,0.0178,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_73_jpeg.jpg,0,0,0.0721,0.0000,0.0008,0.4156,0.0085,0.0044,0.0031,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-hay-bales_453099743_jpeg.jpg,1,1,0.6839,1.0000,0.9967,0.9944,0.0040,0.5563,0.5523,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_15_imag2img_train-station-facade-at-dusk_558010934_jpeg.jpg,1,1,0.5200,1.0000,0.7156,0.9996,0.0003,0.0730,0.3314,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_2_manipulated_stable_diffusion_15_imag2img_portrait-with-subtle-film-grain-effect_414331134_jpeg.jpg,1,0,0.3724,0.2207,0.7969,0.9332,0.2404,0.0005,0.0427,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_juggernaut_xl_v9_photo-of-a-teenage-girl-in-casual-clothing-standing-on-a-cit_599924860_jpeg.jpg,1,1,0.7252,1.0000,0.8980,0.9921,0.0753,0.3861,0.9998,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_inpainting_add-parked-bicycle_671424175_jpeg.jpg,1,1,0.6358,0.9997,0.9774,0.9939,0.0398,0.0004,0.8033,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_442_jpeg.jpg,0,0,0.1828,0.0016,0.0014,0.0007,0.6426,0.4502,0.0003,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_740_jpeg.jpg,0,0,0.0998,0.0007,0.2531,0.3232,0.0002,0.0016,0.0197,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_578_jpeg.jpg,0,0,0.1662,0.0000,0.0045,0.0033,0.8427,0.1461,0.0005,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_269_jpeg.jpg,0,0,0.1557,0.0000,0.0007,0.0015,0.6096,0.3220,0.0001,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_483_jpeg.jpg,0,0,0.3715,0.7894,0.0218,0.9515,0.3102,0.0662,0.0900,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_555_jpeg.jpg,0,0,0.0488,0.0000,0.0022,0.0020,0.2494,0.0387,0.0003,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_15_imag2img_brick-building-in-golden-hour_239699131_jpeg.jpg,1,0,0.4148,0.8967,0.3743,0.9344,0.0199,0.0721,0.1912,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_15_imag2img_office-tower-at-dusk_450149968_jpeg.jpg,1,1,0.5091,0.9999,0.9977,0.9969,0.0000,0.0000,0.0601,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_manipulated_stable_diffusion_inpainting_add-eyeglasses_196357165_jpeg.jpg,1,1,0.6539,0.9979,0.9709,0.9988,0.4959,0.2679,0.1918,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_874_jpeg.jpg,0,1,0.6530,0.9995,0.9857,0.9914,0.1418,0.0005,0.7988,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1717_jpeg.jpg,0,0,0.1555,0.2633,0.1451,0.4762,0.0478,0.0004,0.0003,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_241_jpeg.jpg,0,0,0.4254,0.9794,0.5897,0.8665,0.0000,0.0000,0.1166,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_479_jpeg.jpg,0,1,0.6114,0.9912,0.9908,0.9948,0.6584,0.0000,0.0333,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_manipulated_stable_diffusion_2_inpainting_add-freckles-on-cheeks_84051323_jpeg.jpg,1,1,0.7606,1.0000,0.9160,0.9997,0.9908,0.6162,0.0412,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_manipulated_stable_diffusion_15_imag2img_indoor-portrait-with-white-wall-background_377458517_jpeg.jpg,1,1,0.5905,0.9996,0.8250,0.7424,0.5053,0.4534,0.0172,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-single-bird-in-sky_177611410_jpeg.jpg,1,1,0.5719,0.9778,0.9443,0.9940,0.3557,0.1012,0.0581,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_stable_diffusion_15_portrait-of-a-young-woman-with-glasses-in-a-library_470406377_jpeg.jpg,1,1,0.6645,1.0000,0.9990,1.0000,0.0107,0.0010,0.9765,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_15_imag2img_autumn-scene-with-colorful-trees_719679948_jpeg.jpg,1,1,0.5230,1.0000,0.9999,0.9987,0.0109,0.1065,0.0223,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_inpainting_add-tractor-on-field_310982801_jpeg.jpg,1,1,0.5761,1.0000,1.0000,0.9999,0.0171,0.3939,0.0458,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\faceforensics_713_jpeg.jpg,0,0,0.2500,0.0189,0.4318,0.7749,0.2550,0.0100,0.0092,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_1935_jpeg.jpg,0,0,0.1215,0.5342,0.0445,0.1342,0.0071,0.0089,0.0000,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_1850_jpeg.jpg,0,0,0.0143,0.0001,0.0211,0.0411,0.0003,0.0000,0.0229,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_manipulated_stable_diffusion_inpainting_add-stud-earrings_121517072_jpeg.jpg,1,1,0.7337,1.0000,0.9950,1.0000,0.8648,0.0224,0.5201,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_2_manipulated_stable_diffusion_inpainting_add-lip-piercing_335192628_jpeg.jpg,1,1,0.6683,1.0000,0.9988,0.9998,0.0070,0.0522,0.9520,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_inpainting_add-flower-pots-on-windowsill_769084356_jpeg.jpg,1,1,0.5486,0.9996,0.9105,0.9960,0.0179,0.0003,0.3671,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-flock-of-birds_863053561_jpeg.jpg,1,1,0.5376,0.9999,0.9676,1.0000,0.0042,0.2128,0.0412,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_inpainting_add-fire-hydrant_171597259_jpeg.jpg,1,1,0.7320,1.0000,0.9730,0.9998,0.4664,0.2453,0.7072,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_632_jpeg.jpg,0,0,0.2727,0.3048,0.0262,0.8646,0.0263,0.4137,0.0003,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_stable_diffusion_15_portrait-of-a-young-indigenous-woman-in-traditional-clothing_74316371_jpeg.jpg,1,1,0.6667,1.0000,0.9999,1.0000,0.0019,0.0009,0.9973,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_497_jpeg.jpg,0,0,0.2437,0.0000,0.0013,0.0009,0.5457,0.9145,0.0001,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_juggernaut_xl_v9_traditional-chinese-pagoda-surrounded-by-trees_193763674_jpeg.jpg,1,1,0.7417,0.9994,0.9376,0.9814,0.4996,0.0331,0.9992,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_manipulated_stable_diffusion_15_imag2img_small-house-with-garden-in-daylight_499352183_jpeg.jpg,1,1,0.6102,0.9994,0.9868,1.0000,0.0100,0.0000,0.6653,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\lhq_195_jpeg.jpg,0,0,0.2379,0.0537,0.0107,0.3665,0.1047,0.8853,0.0062,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_509_jpeg.jpg,0,0,0.2522,0.2187,0.2388,0.9826,0.0001,0.0000,0.0732,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_juggernaut_xl_v9_abandoned-farmhouse-in-rural-field_21833793_jpeg.jpg,1,1,0.7057,1.0000,0.9279,0.9731,0.3420,0.0053,0.9857,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_296_jpeg.jpg,0,0,0.3221,0.8819,0.3075,0.7360,0.0003,0.0016,0.0056,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_synthetic_dreamlike_photoreal_20_portrait-of-a-middle-aged-hispanic-man-short-hair-warm-tone-_387493097_jpeg.jpg,1,1,0.6914,1.0000,0.9949,1.0000,0.0788,0.0752,0.9997,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_synthetic_stable_diffusion_15_rolling-vineyards-in-summer-mediterranean-style_74041731_jpeg.jpg,1,1,0.6954,1.0000,0.9989,0.9998,0.1727,0.0010,0.9998,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\human_2_manipulated_stable_diffusion_15_imag2img_portrait-with-slight-vignette-effect_801820910_jpeg.jpg,1,0,0.3710,0.0042,0.5762,0.9975,0.4474,0.0868,0.1138,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\building_synthetic_dreamlike_photoreal_20_old-industrial-warehouse-with-brick-walls_284566045_jpeg.jpg,1,1,0.6704,1.0000,0.9999,0.9999,0.0224,0.0002,0.9999,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-bicycle-on-path_647305492_jpeg.jpg,1,1,0.5406,0.9996,0.9952,1.0000,0.0021,0.2240,0.0225,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\celeba_397_jpeg.jpg,0,0,0.1068,0.0002,0.0014,0.0009,0.3080,0.3300,0.0002,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_1292_jpeg.jpg,0,0,0.3427,0.8604,0.1134,0.9559,0.0010,0.1202,0.0052,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_1784_jpeg.jpg,0,0,0.2022,0.0663,0.1186,0.9362,0.0000,0.0000,0.0921,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\1_fake\landscape_manipulated_stable_diffusion_2_inpainting_add-flock-of-birds_399017273_jpeg.jpg,1,1,0.8050,1.0000,0.9995,0.9994,0.0276,0.8467,0.9570,,,,,,
data/test/meta_classifier_train_data/known_test_jpeg\0_real\architecture_1952_jpeg.jpg,0,0,0.1053,0.0549,0.1291,0.2180,0.0003,0.0001,0.2292,,,,,,
